video_id,canonical_url,first_seen_utc,last_seen_utc,attempt_count,scored_count,error_count,first_score_utc,first_credibility_score,latest_score_utc,latest_credibility_score,improvement_points_latest_minus_first,improvement_percent_latest_vs_first,best_credibility_score,worst_credibility_score,first_generation_origin_score,latest_generation_origin_score,trend,sample_raw_url,source_files_count
YrGAVDdAZ9k,https://www.youtube.com/shorts/YrGAVDdAZ9k,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.25,2026-03-05T14:08:29Z,67.25,0.0,0.0,67.25,67.25,1.3,1.3,no_change,https://youtube.com/shorts/YrGAVDdAZ9k?si=xqfaYptLCkMIXc_E,17
YugawDL8G4M,https://www.youtube.com/shorts/YugawDL8G4M,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.46,2026-03-05T14:08:29Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/YugawDL8G4M,17
YziWtIDz8uk,https://www.youtube.com/shorts/YziWtIDz8uk,2026-03-03T12:25:42Z,2026-03-05T09:55:38Z,4,4,0,2026-03-03T12:25:42Z,67.98,2026-03-05T09:55:38Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://youtube.com/shorts/YziWtIDz8uk?si=pl1QdiT38G44VX-3,4
Z9aTG6YwcEg,https://www.youtube.com/shorts/Z9aTG6YwcEg,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.56,2026-03-05T14:08:29Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/Z9aTG6YwcEg,17
ZFqCiS1W9M0,https://www.youtube.com/shorts/ZFqCiS1W9M0,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,68.18,2026-03-10T09:13:16Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/ZFqCiS1W9M0,5
ZGELPRxvfZw,https://www.youtube.com/shorts/ZGELPRxvfZw,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,72.0,2026-03-10T09:13:16Z,72.0,0.0,0.0,72.0,72.0,1.52,1.52,no_change,https://www.youtube.com/shorts/ZGELPRxvfZw,5
ZKqKJUdihI0,https://www.youtube.com/shorts/ZKqKJUdihI0,2026-02-26T10:22:50Z,2026-03-02T12:45:12Z,16,16,0,2026-02-26T10:22:50Z,75.0,2026-03-02T12:45:12Z,67.04,-7.96,-10.61,75.0,67.04,0.0,1.37,declined,https://youtube.com/shorts/ZKqKJUdihI0?si=BgDOBURifUoacOon,16
ZNObBRPghYg,https://www.youtube.com/shorts/ZNObBRPghYg,2026-03-05T10:08:10Z,2026-03-05T10:08:10Z,2,2,0,2026-03-05T10:08:10Z,70.29,2026-03-05T10:08:10Z,70.29,0.0,0.0,70.29,70.29,1.31,1.31,no_change,https://youtube.com/shorts/ZNObBRPghYg?si=3fwrq6oQIQzAoyPq,2
ZQJmsTiRVjo,https://www.youtube.com/shorts/ZQJmsTiRVjo,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.98,2026-03-05T14:08:29Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://youtube.com/shorts/ZQJmsTiRVjo?si=Hyq0caRk0gnPhCw_,17
ZTNODltNLtI,https://www.youtube.com/shorts/ZTNODltNLtI,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,68.29,2026-03-10T09:13:16Z,68.29,0.0,0.0,68.29,68.29,1.3,1.3,no_change,https://www.youtube.com/shorts/ZTNODltNLtI,5
ZUnfX61rYUY,https://www.youtube.com/shorts/ZUnfX61rYUY,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.25,2026-03-05T14:08:29Z,67.25,0.0,0.0,67.25,67.25,1.3,1.3,no_change,https://www.youtube.com/shorts/ZUnfX61rYUY,17
Z_IdzWUdKAU,https://www.youtube.com/shorts/Z_IdzWUdKAU,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,70.4,2026-03-05T14:08:29Z,70.4,0.0,0.0,70.4,70.4,1.31,1.31,no_change,https://youtube.com/shorts/Z_IdzWUdKAU?si=K6-fC92iZXhLxLqL,17
ZejtlQykGm8,https://www.youtube.com/shorts/ZejtlQykGm8,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T11:42:20Z,68.08,2026-03-05T11:42:20Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://www.youtube.com/shorts/ZejtlQykGm8,17
ZlHM6ypqDHg,https://www.youtube.com/shorts/ZlHM6ypqDHg,2026-03-02T05:04:40Z,2026-03-02T05:31:45Z,4,4,0,2026-03-02T05:04:40Z,68.18,2026-03-02T05:31:45Z,68.18,0.0,0.0,68.18,68.18,1.38,1.38,no_change,https://youtube.com/shorts/ZlHM6ypqDHg?si=gy7xzdmD8pDVldpj,4
ZrYZn74gkqA,https://www.youtube.com/shorts/ZrYZn74gkqA,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,91.36,2026-03-05T14:08:29Z,91.36,0.0,0.0,91.36,91.36,1.67,1.67,no_change,https://www.youtube.com/shorts/ZrYZn74gkqA,17
ZvLMZ_ifmns,https://www.youtube.com/shorts/ZvLMZ_ifmns,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,68.29,2026-03-05T14:08:29Z,68.29,0.0,0.0,68.29,68.29,1.3,1.3,no_change,https://www.youtube.com/shorts/ZvLMZ_ifmns,17
_4TIieOV02I,https://www.youtube.com/shorts/_4TIieOV02I,2026-02-26T10:22:50Z,2026-03-02T04:46:38Z,12,12,0,2026-02-26T10:22:50Z,75.0,2026-03-02T04:46:38Z,70.09,-4.91,-6.55,75.0,70.09,0.0,1.39,declined,https://youtube.com/shorts/_4TIieOV02I?si=UKe6saY85YpyJnqM,12
_5TWmNcdfVg,https://www.youtube.com/shorts/_5TWmNcdfVg,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,63.91,2026-03-10T09:13:16Z,63.91,0.0,0.0,63.91,63.91,34.17,34.17,no_change,https://www.youtube.com/shorts/_5TWmNcdfVg,5
_9vtBlr_Xt4,https://www.youtube.com/shorts/_9vtBlr_Xt4,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,69.98,2026-03-04T11:16:24Z,69.98,0.0,0.0,69.98,69.98,,,no_change,https://youtube.com/shorts/_9vtBlr_Xt4,2
_AnPfMhkTUM,https://www.youtube.com/shorts/_AnPfMhkTUM,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,67.77,2026-03-04T11:16:24Z,67.77,0.0,0.0,67.77,67.77,,,no_change,https://youtube.com/shorts/_AnPfMhkTUM,2
_Bvtlozg1vs,https://www.youtube.com/shorts/_Bvtlozg1vs,2026-03-03T12:25:42Z,2026-03-05T09:55:38Z,4,4,0,2026-03-03T12:25:42Z,68.08,2026-03-05T09:55:38Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://youtube.com/shorts/_Bvtlozg1vs?si=5Ud-jDFLwSPjkasn,4
_GXCCBMWW5E,https://www.youtube.com/shorts/_GXCCBMWW5E,2026-03-03T12:05:33Z,2026-03-03T12:05:33Z,1,1,0,2026-03-03T12:05:33Z,68.29,2026-03-03T12:05:33Z,68.29,0.0,0.0,68.29,68.29,1.3,1.3,no_change,https://youtube.com/shorts/_GXCCBMWW5E?si=fS_TVIhbQASB2sZL,1
_HzGWF9TCzc,https://www.youtube.com/shorts/_HzGWF9TCzc,2026-02-26T10:22:50Z,2026-03-02T04:36:59Z,12,12,0,2026-02-26T10:22:50Z,75.0,2026-03-02T04:36:59Z,69.88,-5.12,-6.83,75.0,69.88,0.0,1.39,declined,https://youtube.com/shorts/_HzGWF9TCzc?si=Db5mh5_D7Wy13rzV,12
_SU1-NRZSTM,https://www.youtube.com/shorts/_SU1-NRZSTM,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/_SU1-NRZSTM,17
_XrfQLBpfwA,https://www.youtube.com/shorts/_XrfQLBpfwA,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,19,6,10,2026-03-05T11:42:20Z,67.56,2026-03-05T14:08:29Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://youtube.com/shorts/_XrfQLBpfwA?si=6FPgyKmVMcj8WxA7,19
_mr0VmPrHHs,https://www.youtube.com/shorts/_mr0VmPrHHs,2026-03-02T05:04:40Z,2026-03-02T05:31:45Z,4,4,0,2026-03-02T05:04:40Z,67.66,2026-03-02T05:31:45Z,67.66,0.0,0.0,67.66,67.66,1.38,1.38,no_change,https://youtube.com/shorts/_mr0VmPrHHs?si=kT5yofB-Oq3uiXF1,4
_sBRk9ADpK8,https://www.youtube.com/shorts/_sBRk9ADpK8,2026-02-26T10:13:46Z,2026-02-26T10:13:46Z,2,2,0,2026-02-26T10:13:46Z,75.0,2026-02-26T10:13:46Z,75.0,0.0,0.0,75.0,75.0,0.0,0.0,no_change,https://youtube.com/shorts/_sBRk9ADpK8,2
_tlNCObQZO8,https://www.youtube.com/shorts/_tlNCObQZO8,2026-03-02T13:47:57Z,2026-03-02T13:47:57Z,1,1,0,2026-03-02T13:47:57Z,69.88,2026-03-02T13:47:57Z,69.88,0.0,0.0,69.88,69.88,1.31,1.31,no_change,https://youtube.com/shorts/_tlNCObQZO8?si=S5Lxtl5OMREjd5x8,1
_tunbIZeLfM,https://www.youtube.com/shorts/_tunbIZeLfM,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.56,2026-03-10T09:13:16Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/_tunbIZeLfM,5
_wCHi1l1NcE,https://www.youtube.com/shorts/_wCHi1l1NcE,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.98,2026-03-10T09:13:16Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://www.youtube.com/shorts/_wCHi1l1NcE,5
_z0SoJWr-Pk,https://www.youtube.com/shorts/_z0SoJWr-Pk,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,67.98,2026-03-05T10:23:59Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://youtube.com/shorts/_z0SoJWr-Pk?si=lJ451j0K8hgA8wp6,2
a5CNaTHwPXA,https://www.youtube.com/shorts/a5CNaTHwPXA,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,68.49,2026-03-05T14:08:29Z,68.49,0.0,0.0,68.49,68.49,1.3,1.3,no_change,https://www.youtube.com/shorts/a5CNaTHwPXA,17
a6rmSbtRyD4,https://www.youtube.com/shorts/a6rmSbtRyD4,2026-03-02T13:36:43Z,2026-03-02T13:41:29Z,3,1,2,2026-03-02T13:41:29Z,67.56,2026-03-02T13:41:29Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://youtube.com/shorts/a6rmSbtRyD4?si=pbA_P5xuNe1wB6t2,3
aEC1q52Iuq0,https://www.youtube.com/shorts/aEC1q52Iuq0,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,70.4,2026-03-05T14:08:29Z,70.4,0.0,0.0,70.4,70.4,1.31,1.31,no_change,https://youtube.com/shorts/aEC1q52Iuq0?si=zHzcowrU9DaJyqsS,17
aFmUWIaiALk,https://www.youtube.com/shorts/aFmUWIaiALk,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,67.46,2026-03-05T10:23:59Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://youtube.com/shorts/aFmUWIaiALk?si=ztnohdKd5WY5wsPP,2
aHGBzN0Vvkg,https://www.youtube.com/shorts/aHGBzN0Vvkg,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,67.98,2026-03-05T10:23:59Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://youtube.com/shorts/aHGBzN0Vvkg?si=X_sn5iFrPjVRyHpp,2
ashOd3ovM90,https://www.youtube.com/shorts/ashOd3ovM90,2026-03-04T11:19:36Z,2026-03-04T11:19:36Z,1,1,0,2026-03-04T11:19:36Z,70.09,2026-03-04T11:19:36Z,70.09,0.0,0.0,70.09,70.09,,,no_change,https://youtube.com/shorts/ashOd3ovM90,1
b1A8ZUmt5h0,https://www.youtube.com/shorts/b1A8ZUmt5h0,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,69.78,2026-03-04T11:16:24Z,69.78,0.0,0.0,69.78,69.78,,,no_change,https://youtube.com/shorts/b1A8ZUmt5h0,2
b1YJb3dA3Zk,https://www.youtube.com/shorts/b1YJb3dA3Zk,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,93.08,2026-03-05T14:08:29Z,68.6,-24.48,-26.3,93.08,68.6,1.68,1.3,declined,https://www.youtube.com/shorts/b1YJb3dA3Zk,17
bGP8S5Vi4V8,https://www.youtube.com/shorts/bGP8S5Vi4V8,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.46,2026-03-10T09:13:16Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/bGP8S5Vi4V8,5
bYHpyMVRM-Q,https://www.youtube.com/shorts/bYHpyMVRM-Q,2026-02-26T10:22:50Z,2026-03-02T04:46:38Z,12,12,0,2026-02-26T10:22:50Z,75.0,2026-03-02T04:46:38Z,69.98,-5.02,-6.69,75.0,69.98,0.0,1.39,declined,https://youtube.com/shorts/bYHpyMVRM-Q?si=W7IHrTOHQzNKwyMY,12
bcvX41kG9lM,https://www.youtube.com/shorts/bcvX41kG9lM,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,70.29,2026-03-05T10:23:59Z,70.29,0.0,0.0,70.29,70.29,1.31,1.31,no_change,https://youtube.com/shorts/bcvX41kG9lM?si=h-pLltbQ0ZQRQmzZ,2
bd4VAwOFjCE,https://www.youtube.com/shorts/bd4VAwOFjCE,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,93.18,2026-03-04T12:29:08Z,93.18,0.0,0.0,93.18,93.18,,,no_change,https://youtube.com/shorts/bd4VAwOFjCE,1
bxuhIo2CIVc,https://www.youtube.com/shorts/bxuhIo2CIVc,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/bxuhIo2CIVc,17
bz3JMVjgMfY,https://www.youtube.com/shorts/bz3JMVjgMfY,2026-03-04T11:19:36Z,2026-03-04T12:29:08Z,2,2,0,2026-03-04T11:19:36Z,67.25,2026-03-04T12:29:08Z,67.25,0.0,0.0,67.25,67.25,,,no_change,https://youtube.com/shorts/bz3JMVjgMfY,2
c4w4I9n-EQE,https://www.youtube.com/shorts/c4w4I9n-EQE,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.66,2026-03-05T14:08:29Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/c4w4I9n-EQE,17
c6ila1QDDLo,https://www.youtube.com/shorts/c6ila1QDDLo,2026-03-01T12:40:12Z,2026-03-04T11:16:24Z,4,1,3,2026-03-04T11:16:24Z,69.88,2026-03-04T11:16:24Z,69.88,0.0,0.0,69.88,69.88,,,no_change,https://youtube.com/shorts/c6ila1QDDLo,4
c71WJ9wpfWU,https://www.youtube.com/shorts/c71WJ9wpfWU,2026-03-05T10:08:10Z,2026-03-05T10:08:10Z,2,2,0,2026-03-05T10:08:10Z,67.66,2026-03-05T10:08:10Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://youtube.com/shorts/c71WJ9wpfWU?si=8nYx3VQlkDr8IJJB,2
cAnJ9sB2k20,https://www.youtube.com/shorts/cAnJ9sB2k20,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.46,2026-03-05T14:08:29Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/cAnJ9sB2k20,17
cNZCYPtQZ8M,https://www.youtube.com/shorts/cNZCYPtQZ8M,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,70.29,2026-03-04T11:16:24Z,70.29,0.0,0.0,70.29,70.29,,,no_change,https://youtube.com/shorts/cNZCYPtQZ8M,2
cST_ET-GPq0,https://www.youtube.com/shorts/cST_ET-GPq0,2026-03-03T12:05:33Z,2026-03-03T12:05:33Z,1,1,0,2026-03-03T12:05:33Z,67.25,2026-03-03T12:05:33Z,67.25,0.0,0.0,67.25,67.25,1.3,1.3,no_change,https://youtube.com/shorts/cST_ET-GPq0?si=EZ3faK028Dw4U613,1
cTyGbikT0vM,https://www.youtube.com/shorts/cTyGbikT0vM,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,19,4,12,2026-03-05T11:42:20Z,68.49,2026-03-05T14:08:29Z,68.49,0.0,0.0,68.49,68.49,1.3,1.3,no_change,https://youtube.com/shorts/cTyGbikT0vM?si=qQrlu4pH1lq8PT5o,19
cXVmeeQ1Xy0,https://www.youtube.com/shorts/cXVmeeQ1Xy0,2026-03-02T13:47:57Z,2026-03-05T09:55:38Z,5,5,0,2026-03-02T13:47:57Z,67.35,2026-03-05T09:55:38Z,67.35,0.0,0.0,67.35,67.35,1.3,1.3,no_change,https://youtube.com/shorts/cXVmeeQ1Xy0?si=4ynBf2T89hvEeQzT,5
cejHgFGUyTo,https://www.youtube.com/shorts/cejHgFGUyTo,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.46,2026-03-05T14:08:29Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/cejHgFGUyTo,17
cgHSIFd4oA0,https://www.youtube.com/shorts/cgHSIFd4oA0,2026-03-03T12:05:33Z,2026-03-03T12:05:33Z,1,1,0,2026-03-03T12:05:33Z,68.29,2026-03-03T12:05:33Z,68.29,0.0,0.0,68.29,68.29,1.3,1.3,no_change,https://youtube.com/shorts/cgHSIFd4oA0?si=2G0NiytMe8AQyMxu,1
cixocSycC3A,https://www.youtube.com/shorts/cixocSycC3A,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.15,2026-03-05T14:08:29Z,67.15,0.0,0.0,67.15,67.15,1.3,1.3,no_change,https://www.youtube.com/shorts/cixocSycC3A,17
d-nlkEiOWcs,https://www.youtube.com/shorts/d-nlkEiOWcs,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,68.08,2026-03-05T14:08:29Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://www.youtube.com/shorts/d-nlkEiOWcs,17
d5lGxs7eGEQ,https://www.youtube.com/shorts/d5lGxs7eGEQ,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.56,2026-03-10T09:13:16Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/d5lGxs7eGEQ,5
d5xfJO6sJps,https://www.youtube.com/shorts/d5xfJO6sJps,2026-02-26T10:22:50Z,2026-03-02T04:36:59Z,12,12,0,2026-02-26T10:22:50Z,75.0,2026-03-02T04:36:59Z,67.66,-7.34,-9.79,75.0,67.66,0.0,1.38,declined,https://youtube.com/shorts/d5xfJO6sJps?si=hTV-AJM5i7_G_bM9,12
dA2YNsDhIfw,https://www.youtube.com/shorts/dA2YNsDhIfw,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,67.35,2026-03-04T12:29:08Z,67.35,0.0,0.0,67.35,67.35,,,no_change,https://youtube.com/shorts/dA2YNsDhIfw,1
dDEEdn4tKY8,https://www.youtube.com/shorts/dDEEdn4tKY8,2026-03-05T10:08:10Z,2026-03-05T10:08:10Z,2,2,0,2026-03-05T10:08:10Z,67.98,2026-03-05T10:08:10Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://youtube.com/shorts/dDEEdn4tKY8?si=CUz8xdebaWiDbdlV,2
dHaKNQEz7Ns,https://www.youtube.com/shorts/dHaKNQEz7Ns,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,68.6,2026-03-05T14:08:29Z,68.6,0.0,0.0,68.6,68.6,1.3,1.3,no_change,https://www.youtube.com/shorts/dHaKNQEz7Ns,17
dKJ-0baXLoA,https://www.youtube.com/shorts/dKJ-0baXLoA,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,68.08,2026-03-10T09:13:16Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://www.youtube.com/shorts/dKJ-0baXLoA,5
dN8fd_b2Q6M,https://www.youtube.com/shorts/dN8fd_b2Q6M,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.56,2026-03-10T09:13:16Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/dN8fd_b2Q6M,5
dYmX0TqNT7A,https://www.youtube.com/shorts/dYmX0TqNT7A,2026-03-02T13:47:57Z,2026-03-02T13:47:57Z,1,1,0,2026-03-02T13:47:57Z,70.29,2026-03-02T13:47:57Z,70.29,0.0,0.0,70.29,70.29,1.31,1.31,no_change,https://youtube.com/shorts/dYmX0TqNT7A?si=A_NusKGh1jXMBfgG,1
dZrT-6uru7k,https://www.youtube.com/shorts/dZrT-6uru7k,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,19,4,12,2026-03-05T11:42:20Z,69.67,2026-03-05T14:08:29Z,69.67,0.0,0.0,69.67,69.67,1.31,1.31,no_change,https://youtube.com/shorts/dZrT-6uru7k?si=avP_ZK0lMNj38nfN,19
dmdgE1ViQkU,https://www.youtube.com/shorts/dmdgE1ViQkU,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,68.18,2026-03-05T10:23:59Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://youtube.com/shorts/dmdgE1ViQkU?si=qCCZ-9J86mHsCFa1,2
dyUed97vESs,https://www.youtube.com/shorts/dyUed97vESs,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.56,2026-03-05T14:08:29Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/dyUed97vESs,17
eBMSq49GNS8,https://www.youtube.com/shorts/eBMSq49GNS8,2026-03-03T14:11:30Z,2026-03-04T11:19:36Z,3,2,1,2026-03-04T11:16:24Z,67.46,2026-03-04T11:19:36Z,67.46,0.0,0.0,67.46,67.46,,,no_change,https://youtube.com/shorts/eBMSq49GNS8,3
eSJ6gQ7xuvE,https://www.youtube.com/shorts/eSJ6gQ7xuvE,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,69.88,2026-03-05T10:23:59Z,69.88,0.0,0.0,69.88,69.88,1.31,1.31,no_change,https://youtube.com/shorts/eSJ6gQ7xuvE?si=QLefaG2eUzM2Mo7s,2
eTJ2pSC05dQ,https://www.youtube.com/shorts/eTJ2pSC05dQ,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.35,2026-03-05T14:08:29Z,67.35,0.0,0.0,67.35,67.35,1.3,1.3,no_change,https://www.youtube.com/shorts/eTJ2pSC05dQ,17
eeVyahwfnIY,https://www.youtube.com/shorts/eeVyahwfnIY,2026-03-03T12:05:33Z,2026-03-03T12:05:33Z,1,1,0,2026-03-03T12:05:33Z,67.66,2026-03-03T12:05:33Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://youtube.com/shorts/eeVyahwfnIY?si=qcEjOR_XORWIhoOw,1
eeqPuRz3Lg0,https://www.youtube.com/shorts/eeqPuRz3Lg0,2026-03-02T05:04:40Z,2026-03-02T05:31:45Z,4,4,0,2026-03-02T05:04:40Z,68.29,2026-03-02T05:31:45Z,68.29,0.0,0.0,68.29,68.29,1.38,1.38,no_change,https://youtube.com/shorts/eeqPuRz3Lg0?si=8PZdL9ZBQQDqbjNn,4
eewU22K5pmw,https://www.youtube.com/shorts/eewU22K5pmw,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,19,4,12,2026-03-05T11:42:20Z,67.66,2026-03-05T14:08:29Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://youtube.com/shorts/eewU22K5pmw?si=5a-WeZD3SiqJVtKj,19
eh2ggFH3muo,https://www.youtube.com/shorts/eh2ggFH3muo,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,70.4,2026-03-04T11:16:24Z,70.4,0.0,0.0,70.4,70.4,,,no_change,https://youtube.com/shorts/eh2ggFH3muo,2
ehmzuc70Fkc,https://www.youtube.com/shorts/ehmzuc70Fkc,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,19,4,12,2026-03-05T11:42:20Z,67.25,2026-03-05T14:08:29Z,67.25,0.0,0.0,67.25,67.25,1.3,1.3,no_change,https://youtube.com/shorts/ehmzuc70Fkc?si=_VFqhAdJjeiv7dem,19
ek542WYodXY,https://www.youtube.com/shorts/ek542WYodXY,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,67.66,2026-03-05T10:23:59Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://youtube.com/shorts/ek542WYodXY?si=d_TiW_eZRcOL0i6x,2
eyEFlWddZ4w,https://www.youtube.com/shorts/eyEFlWddZ4w,2026-03-03T11:29:05Z,2026-03-03T11:29:22Z,2,2,0,2026-03-03T11:29:05Z,68.18,2026-03-03T11:29:22Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/eyEFlWddZ4w,2
f2LgD7Zsigw,https://www.youtube.com/shorts/f2LgD7Zsigw,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,68.18,2026-03-10T09:13:16Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/f2LgD7Zsigw,5
